time,budget_level,food_type,occasion,customer_type,delivery_preference,payment_method,persona
12,medium,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
10,high,cloud_kitchen,daily_meal,working_professional,no_delivery,upi,cloud_kitchen
10,low,cloud_kitchen,daily_meal,family,self_pickup,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
14,medium,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,app_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
10,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
13,low,cloud_kitchen,daily_meal,family,no_delivery,card,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,celebration,student,app_delivery,upi,cloud_kitchen
12,low,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,family,self_pickup,upi,cloud_kitchen
13,low,cloud_kitchen,daily_meal,student,self_pickup,cash,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,upi,cloud_kitchen
11,low,cloud_kitchen,casual_outing,working_professional,app_delivery,paytm,cloud_kitchen
14,medium,cloud_kitchen,daily_meal,family,self_pickup,cash,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
9,medium,cloud_kitchen,casual_outing,student,no_delivery,card,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,paytm,cloud_kitchen
11,high,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
11,low,cloud_kitchen,daily_meal,working_professional,no_delivery,cash,cloud_kitchen
11,high,cloud_kitchen,celebration,working_professional,app_delivery,card,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,student,self_pickup,card,cloud_kitchen
13,low,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,self_pickup,upi,cloud_kitchen
11,high,cloud_kitchen,casual_outing,family,no_delivery,card,cloud_kitchen
12,low,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
9,low,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
11,high,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
12,low,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,family,app_delivery,card,cloud_kitchen
10,high,cloud_kitchen,event,working_professional,no_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
10,medium,cloud_kitchen,celebration,student,self_pickup,upi,cloud_kitchen
10,medium,cloud_kitchen,celebration,working_professional,no_delivery,upi,cloud_kitchen
8,medium,cloud_kitchen,casual_outing,working_professional,no_delivery,cash,cloud_kitchen
14,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,paytm,cloud_kitchen
11,low,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
10,low,cloud_kitchen,daily_meal,working_professional,no_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
11,low,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,celebration,student,self_pickup,card,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,student,self_pickup,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
11,low,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
11,low,cloud_kitchen,daily_meal,student,self_pickup,card,cloud_kitchen
12,medium,cloud_kitchen,celebration,student,app_delivery,cash,cloud_kitchen
10,low,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
11,high,cloud_kitchen,event,family,self_pickup,cash,cloud_kitchen
13,low,cloud_kitchen,daily_meal,student,app_delivery,paytm,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,upi,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,app_delivery,card,cloud_kitchen
14,high,cloud_kitchen,event,working_professional,app_delivery,card,cloud_kitchen
12,high,cloud_kitchen,event,student,app_delivery,upi,cloud_kitchen
9,medium,cloud_kitchen,casual_outing,family,no_delivery,upi,cloud_kitchen
15,medium,cloud_kitchen,casual_outing,family,self_pickup,paytm,cloud_kitchen
11,medium,cloud_kitchen,celebration,student,app_delivery,upi,cloud_kitchen
10,high,cloud_kitchen,casual_outing,food_enthusiast,self_pickup,card,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,app_delivery,card,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,no_delivery,card,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,family,no_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
12,high,cloud_kitchen,casual_outing,working_professional,app_delivery,card,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,self_pickup,cash,cloud_kitchen
11,low,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
11,high,cloud_kitchen,celebration,family,self_pickup,card,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,paytm,cloud_kitchen
9,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,upi,cloud_kitchen
12,medium,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,card,cloud_kitchen
10,high,cloud_kitchen,celebration,working_professional,no_delivery,card,cloud_kitchen
11,low,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
13,low,cloud_kitchen,daily_meal,family,no_delivery,cash,cloud_kitchen
11,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,food_enthusiast,no_delivery,card,cloud_kitchen
11,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,food_enthusiast,self_pickup,card,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
8,medium,cloud_kitchen,daily_meal,food_enthusiast,self_pickup,upi,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,paytm,cloud_kitchen
14,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
15,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,paytm,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,family,self_pickup,paytm,cloud_kitchen
15,medium,cloud_kitchen,celebration,working_professional,app_delivery,cash,cloud_kitchen
12,high,cloud_kitchen,celebration,family,no_delivery,card,cloud_kitchen
14,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,celebration,working_professional,app_delivery,cash,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,family,no_delivery,cash,cloud_kitchen
12,high,cloud_kitchen,event,family,self_pickup,upi,cloud_kitchen
14,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,card,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,upi,cloud_kitchen
12,low,cloud_kitchen,daily_meal,family,no_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
14,high,cloud_kitchen,daily_meal,student,app_delivery,online_transfer,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
10,medium,cloud_kitchen,celebration,student,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,no_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,no_delivery,cash,cloud_kitchen
11,high,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
8,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
14,medium,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,student,app_delivery,upi,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,paytm,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
15,medium,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
12,high,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
11,high,cloud_kitchen,daily_meal,working_professional,no_delivery,upi,cloud_kitchen
10,high,cloud_kitchen,daily_meal,working_professional,self_pickup,card,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,app_delivery,card,cloud_kitchen
14,medium,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
12,low,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
16,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
6,medium,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,self_pickup,card,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,upi,cloud_kitchen
10,medium,cloud_kitchen,celebration,working_professional,no_delivery,upi,cloud_kitchen
8,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
15,low,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,working_professional,no_delivery,card,cloud_kitchen
12,low,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,celebration,student,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,celebration,working_professional,no_delivery,upi,cloud_kitchen
11,high,cloud_kitchen,daily_meal,food_enthusiast,no_delivery,card,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,student,self_pickup,cash,cloud_kitchen
10,low,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,app_delivery,card,cloud_kitchen
11,low,cloud_kitchen,daily_meal,family,no_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
11,low,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,no_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,paytm,cloud_kitchen
11,high,cloud_kitchen,casual_outing,family,self_pickup,cash,cloud_kitchen
9,low,cloud_kitchen,celebration,student,app_delivery,cash,cloud_kitchen
9,high,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,no_delivery,upi,cloud_kitchen
13,low,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
10,medium,cloud_kitchen,celebration,working_professional,self_pickup,cash,cloud_kitchen
13,low,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
12,high,cloud_kitchen,celebration,working_professional,app_delivery,online_transfer,cloud_kitchen
10,medium,cloud_kitchen,celebration,working_professional,self_pickup,paytm,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,no_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
10,high,cloud_kitchen,event,student,app_delivery,upi,cloud_kitchen
10,low,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
13,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
14,medium,cloud_kitchen,casual_outing,student,app_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,app_delivery,card,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
9,low,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,family,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,paytm,cloud_kitchen
11,low,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
11,high,cloud_kitchen,event,working_professional,self_pickup,card,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,student,app_delivery,card,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
11,high,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
11,low,cloud_kitchen,casual_outing,family,self_pickup,cash,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,student,app_delivery,upi,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,student,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,family,no_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,self_pickup,cash,cloud_kitchen
12,high,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,no_delivery,card,cloud_kitchen
12,high,cloud_kitchen,celebration,family,self_pickup,upi,cloud_kitchen
12,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
9,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
11,low,cloud_kitchen,daily_meal,student,self_pickup,cash,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,student,app_delivery,card,cloud_kitchen
11,high,cloud_kitchen,casual_outing,working_professional,app_delivery,card,cloud_kitchen
9,medium,cloud_kitchen,celebration,student,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,celebration,family,no_delivery,upi,cloud_kitchen
11,high,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
12,low,cloud_kitchen,casual_outing,food_enthusiast,self_pickup,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
12,high,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
9,high,cloud_kitchen,casual_outing,working_professional,app_delivery,card,cloud_kitchen
14,high,cloud_kitchen,celebration,working_professional,no_delivery,card,cloud_kitchen
9,medium,cloud_kitchen,daily_meal,working_professional,no_delivery,upi,cloud_kitchen
13,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
15,medium,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,student,app_delivery,card,cloud_kitchen
14,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,cash,cloud_kitchen
14,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,card,cloud_kitchen
15,high,cloud_kitchen,event,working_professional,app_delivery,card,cloud_kitchen
13,high,cloud_kitchen,casual_outing,event_planner,no_delivery,upi,cloud_kitchen
9,high,cloud_kitchen,celebration,student,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,celebration,student,app_delivery,upi,cloud_kitchen
11,high,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,student,self_pickup,cash,cloud_kitchen
8,medium,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,family,no_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
13,low,cloud_kitchen,celebration,student,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,upi,cloud_kitchen
13,high,cloud_kitchen,event,family,no_delivery,online_transfer,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,celebration,working_professional,self_pickup,cash,cloud_kitchen
11,high,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,family,self_pickup,upi,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
13,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
14,medium,cloud_kitchen,daily_meal,working_professional,no_delivery,upi,cloud_kitchen
13,low,cloud_kitchen,casual_outing,family,self_pickup,cash,cloud_kitchen
11,high,cloud_kitchen,casual_outing,family,self_pickup,card,cloud_kitchen
13,high,cloud_kitchen,casual_outing,student,self_pickup,card,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,family,no_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,no_delivery,paytm,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,self_pickup,cash,cloud_kitchen
9,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,celebration,working_professional,no_delivery,card,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
14,medium,cloud_kitchen,daily_meal,student,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,family,self_pickup,cash,cloud_kitchen
10,medium,cloud_kitchen,celebration,working_professional,app_delivery,cash,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
10,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,student,app_delivery,card,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,family,no_delivery,card,cloud_kitchen
10,high,cloud_kitchen,event,student,self_pickup,card,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,celebration,student,self_pickup,upi,cloud_kitchen
9,medium,cloud_kitchen,casual_outing,family,no_delivery,cash,cloud_kitchen
11,low,cloud_kitchen,casual_outing,food_enthusiast,no_delivery,paytm,cloud_kitchen
13,low,cloud_kitchen,celebration,working_professional,app_delivery,cash,cloud_kitchen
13,high,cloud_kitchen,celebration,working_professional,no_delivery,upi,cloud_kitchen
14,medium,cloud_kitchen,casual_outing,family,self_pickup,cash,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
7,medium,cloud_kitchen,casual_outing,student,app_delivery,cash,cloud_kitchen
10,high,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
10,high,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
12,high,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
13,medium,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
14,low,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
13,low,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,self_pickup,cash,cloud_kitchen
8,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
13,high,cloud_kitchen,casual_outing,working_professional,no_delivery,upi,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,card,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,family,self_pickup,card,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,cash,cloud_kitchen
13,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,card,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,student,self_pickup,upi,cloud_kitchen
10,medium,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
8,high,cloud_kitchen,event,working_professional,app_delivery,online_transfer,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,card,cloud_kitchen
12,low,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
16,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
12,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,card,cloud_kitchen
13,high,cloud_kitchen,celebration,working_professional,app_delivery,card,cloud_kitchen
8,high,cloud_kitchen,casual_outing,student,self_pickup,card,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,working_professional,no_delivery,paytm,cloud_kitchen
15,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
13,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,cash,cloud_kitchen
12,low,cloud_kitchen,celebration,working_professional,app_delivery,paytm,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
14,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
13,high,cloud_kitchen,celebration,working_professional,app_delivery,card,cloud_kitchen
12,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,upi,cloud_kitchen
13,low,cloud_kitchen,daily_meal,student,app_delivery,cash,cloud_kitchen
11,low,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,card,cloud_kitchen
11,medium,cloud_kitchen,casual_outing,student,app_delivery,paytm,cloud_kitchen
10,high,cloud_kitchen,celebration,working_professional,app_delivery,upi,cloud_kitchen
10,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
14,low,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
9,medium,cloud_kitchen,celebration,working_professional,app_delivery,card,cloud_kitchen
12,medium,cloud_kitchen,daily_meal,family,no_delivery,card,cloud_kitchen
13,low,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
13,low,cloud_kitchen,daily_meal,working_professional,self_pickup,upi,cloud_kitchen
10,medium,cloud_kitchen,casual_outing,working_professional,app_delivery,paytm,cloud_kitchen
11,medium,cloud_kitchen,daily_meal,working_professional,app_delivery,upi,cloud_kitchen
13,high,cloud_kitchen,celebration,food_enthusiast,no_delivery,upi,cloud_kitchen
11,medium,cloud_kitchen,celebration,working_professional,app_delivery,card,cloud_kitchen
12,low,cloud_kitchen,daily_meal,working_professional,app_delivery,cash,cloud_kitchen
13,medium,regional_specialty,casual_outing,working_professional,self_pickup,cash,regional_specialty
11,high,regional_specialty,daily_meal,family,self_pickup,upi,regional_specialty
12,high,regional_specialty,casual_outing,working_professional,self_pickup,card,regional_specialty
9,medium,regional_specialty,daily_meal,family,self_pickup,cash,regional_specialty
13,medium,regional_specialty,casual_outing,working_professional,no_delivery,cash,regional_specialty
10,medium,regional_specialty,daily_meal,student,app_delivery,cash,regional_specialty
11,medium,regional_specialty,casual_outing,working_professional,app_delivery,paytm,regional_specialty
10,high,regional_specialty,celebration,food_enthusiast,app_delivery,upi,regional_specialty
12,high,regional_specialty,daily_meal,food_enthusiast,self_pickup,upi,regional_specialty
12,low,regional_specialty,celebration,food_enthusiast,self_pickup,paytm,regional_specialty
11,low,regional_specialty,daily_meal,family,no_delivery,upi,regional_specialty
11,medium,regional_specialty,casual_outing,food_enthusiast,self_pickup,card,regional_specialty
10,high,regional_specialty,event,working_professional,no_delivery,card,regional_specialty
11,medium,regional_specialty,casual_outing,food_enthusiast,self_pickup,cash,regional_specialty
12,medium,regional_specialty,casual_outing,food_enthusiast,no_delivery,cash,regional_specialty
12,low,regional_specialty,daily_meal,working_professional,app_delivery,cash,regional_specialty
10,medium,regional_specialty,daily_meal,working_professional,no_delivery,upi,regional_specialty
10,high,regional_specialty,celebration,working_professional,app_delivery,cash,regional_specialty
